idade,sexo,frequencia_semanal_treino,tipo_atividade,tempo_medio_exercicio,minutos_totais_semana,preco_plano,possui_nutricionista,primeiro_PGC,ultimo_PGC,data_matricula,estado,evolucao_PGC,sexo_cod,atividade_cod,estado_cod
18,Feminino,1.0,Natação,93.3,93.3,214.31,Sim,12.7,18.9,2025-02-17,Ativa,-6.199999999999999,0,6,0
42,Masculino,5.0,Natação,35.1,175.5,206.81,Não,38.4,19.9,2025-03-15,Ativa,18.5,1,6,0
63,Feminino,1.0,CrossFit,59.5,59.5,100.44,Sim,16.5,26.8,2021-04-24,Ativa,-10.3,0,1,0
55,Outro,4.0,CrossFit,82.0,328.0,122.53,Não,10.3,26.1,2022-03-29,Ativa,-15.8,2,1,0
48,Masculino,1.0,Musculação,35.9,35.9,200.48,Não,34.6,39.5,2022-10-23,Ativa,-4.899999999999999,1,4,0
22,Outro,4.0,Futebol,111.8,447.2,61.18,Sim,16.9,36.1,2022-09-12,Ativa,-19.200000000000003,2,3,0
45,Masculino,3.0,Cardio,99.6,298.8,210.95,Sim,15.1,13.6,2021-12-14,Ativa,1.5,1,0,0
55,Outro,7.0,Natação,20.2,141.4,78.34,Sim,25.0,20.5,2021-08-22,Ativa,4.5,2,6,0
54,Feminino,1.0,Yoga,30.8,30.8,123.65,Não,38.5,28.9,2021-09-06,Ativa,9.600000000000001,0,9,0
57,Masculino,7.0,Yoga,30.7,214.9,239.93,Não,39.8,14.1,2023-11-16,Ativa,25.699999999999996,1,9,0
62,Outro,3.0,Yoga,21.9,65.7,100.09,Sim,22.9,20.6,2024-02-01,Ativa,2.299999999999997,2,9,0
55,Feminino,1.0,Cardio,39.7,39.7,248.33,Sim,35.6,17.8,2021-08-17,Ativa,17.8,0,0,0
31,Outro,0.0,Cardio,75.3,0.0,291.19,Não,39.0,36.8,2022-10-03,Sedentária,2.200000000000003,2,0,1
21,Outro,4.0,Cardio,70.9,283.6,157.23,Sim,34.4,37.3,2020-02-29,Ativa,-2.8999999999999986,2,0,0
49,Feminino,3.0,Cardio,71.7,215.1,165.98,Sim,36.0,38.8,2021-11-25,Ativa,-2.799999999999997,0,0,0
25,Feminino,7.0,Natação,52.0,364.0,186.95,Sim,27.9,22.6,2025-05-21,Ativa,5.299999999999997,0,6,0
44,Feminino,4.0,Futebol,74.1,296.4,71.54,Não,30.6,13.3,2024-10-03,Ativa,17.3,0,3,0
23,Outro,0.0,Musculação,61.5,0.0,225.59,Não,21.3,29.3,2020-11-29,Sedentária,-8.0,2,4,1
41,Outro,5.0,Musculação,75.8,379.0,131.03,Sim,26.4,15.8,2022-02-28,Ativa,10.599999999999998,2,4,0
19,Outro,0.0,Swimming,25.0,0.0,169.4,Sim,20.8,36.9,2023-01-20,Sedentária,-16.099999999999998,2,8,1
44,Feminino,5.0,Natação,20.9,104.5,107.01,Sim,25.0,12.5,2020-07-27,Ativa,12.5,0,6,0
18,Feminino,5.0,Futebol,95.2,476.0,68.11,Não,23.8,35.9,2021-02-01,Ativa,-12.099999999999998,0,3,0
43,Masculino,2.0,CrossFit,49.7,99.4,236.46,Sim,25.9,30.3,2022-07-24,Ativa,-4.400000000000002,1,1,0
59,Masculino,1.0,Natação,87.5,87.5,143.76,Não,20.0,10.0,2021-06-09,Ativa,10.0,1,6,0
33,Feminino,3.0,CrossFit,115.6,346.8,173.89,Sim,18.4,26.8,2020-10-26,Ativa,-8.400000000000002,0,1,0
50,Masculino,1.0,CrossFit,108.5,108.5,82.22,Não,36.6,38.1,2025-04-23,Ativa,-1.5,1,1,0
48,Feminino,1.0,Yoga,47.1,47.1,93.96,Não,35.9,39.6,2024-10-29,Ativa,-3.700000000000003,0,9,0
47,Feminino,2.0,Yoga,100.3,200.6,163.96,Sim,24.3,37.2,2022-04-12,Ativa,-12.900000000000002,0,9,0
22,Masculino,2.0,Natação,99.2,198.4,136.45,Não,39.6,32.6,2021-05-11,Ativa,7.0,1,6,0
52,Outro,4.0,CrossFit,24.3,97.2,205.15,Sim,29.2,29.0,2021-06-08,Ativa,0.1999999999999993,2,1,0
63,Masculino,4.0,Cardio,112.2,448.8,120.1,Não,23.1,14.4,2023-11-11,Ativa,8.700000000000001,1,0,0
40,Outro,4.0,Musculação,70.55,203.5,54.78,Sim,24.2,25.3,2020-04-06,Sedentária,-1.1000000000000014,2,4,1
28,Feminino,6.0,Natação,32.8,196.8,201.02,Não,15.8,32.3,2021-10-02,Ativa,-16.499999999999996,0,6,0
44,Outro,5.0,Futebol,97.1,485.5,172.53,Sim,20.0,39.6,2025-07-07,Ativa,-19.6,2,3,0
23,Feminino,5.0,Futebol,116.9,584.5,110.08,Não,10.9,24.7,2021-01-02,Ativa,-13.799999999999999,0,3,0
52,Masculino,2.0,CrossFit,61.4,122.8,219.5,Sim,32.3,15.2,2021-08-01,Ativa,17.099999999999998,1,1,0
40,Feminino,0.0,Cardio,103.8,0.0,227.72,Sim,10.4,15.1,2024-11-07,Sedentária,-4.699999999999999,0,0,1
57,Feminino,1.0,Cardio,36.2,36.2,217.17,Não,14.6,24.9,2021-04-09,Ativa,-10.299999999999999,0,0,0
58,Feminino,6.0,Cardio,37.8,226.8,65.33,Não,22.9,12.9,2024-04-22,Ativa,9.999999999999998,0,0,0
23,Feminino,7.0,Natação,104.3,730.1,166.02,Sim,12.9,30.8,2022-01-28,Ativa,-17.9,0,6,0
45,Masculino,1.0,Yoga,83.5,83.5,295.1,Não,29.6,30.3,2022-07-03,Ativa,-0.6999999999999993,1,9,0
57,Masculino,4.0,Yoga,70.55,203.5,105.98,Não,33.8,36.4,2021-02-25,Ativa,-2.6000000000000014,1,9,0
29,Feminino,4.0,Cardio,70.55,203.5,156.43,Sim,18.7,18.2,2020-01-28,Ativa,0.5,0,0,0
26,Masculino,5.0,Futebol,46.6,233.0,270.48,Não,39.1,36.8,2021-02-04,Ativa,2.3000000000000043,1,3,0
35,Feminino,6.0,Yoga,30.8,184.8,186.99,Não,11.9,24.5,2022-03-05,Ativa,-12.6,0,9,0
36,Outro,4.0,Natação,114.1,456.4,282.77,Sim,20.2,22.6,2021-12-19,Ativa,-2.400000000000002,2,6,0
46,Outro,6.0,Natação,69.1,414.6,79.49,Sim,24.3,14.8,2021-08-18,Ativa,9.5,2,6,0
40,Masculino,7.0,Natação,102.2,715.4,235.15,Não,10.3,24.8,2023-02-26,Ativa,-14.5,1,6,0
42,Feminino,4.0,Natação,45.7,182.8,152.86,Não,12.6,19.7,2024-11-28,Ativa,-7.1,0,6,0
50,Feminino,7.0,Musculação,102.8,719.6,206.15,Sim,10.9,39.9,2023-12-17,Ativa,-29.0,0,4,0
64,Feminino,2.0,Cardio,114.2,228.4,286.35,Não,37.0,37.4,2023-10-09,Ativa,-0.3999999999999986,0,0,0
22,Masculino,2.0,Yoga,94.7,189.4,251.29,Não,12.9,37.2,2021-09-26,Ativa,-24.300000000000004,1,9,0
31,Masculino,0.0,CrossFit,118.7,0.0,178.51,Não,39.1,26.3,2022-10-09,Sedentária,12.8,1,1,1
49,Masculino,4.0,Musculação,74.0,296.0,76.35,Sim,13.1,13.1,2022-04-30,Ativa,0.0,1,4,0
60,Feminino,4.0,Natação,58.6,234.4,297.83,Não,16.3,35.9,2024-05-09,Ativa,-19.599999999999998,0,6,0
44,Masculino,7.0,Futebol,106.8,747.6,239.96,Sim,11.7,14.8,2025-07-06,Ativa,-3.1000000000000014,1,3,0
36,Feminino,6.0,Futebol,114.6,687.6,125.91,Sim,23.4,21.6,2023-08-10,Ativa,1.7999999999999972,0,3,0
51,Masculino,4.0,CrossFit,93.6,374.4,98.95,Não,15.2,13.6,2025-04-24,Ativa,1.5999999999999996,1,1,0
47,Feminino,4.0,Cardio,32.3,129.2,212.69,Não,13.9,18.6,2024-10-11,Ativa,-4.700000000000001,0,0,0
53,Masculino,1.0,Yoga,85.4,85.4,214.72,Sim,26.5,11.4,2022-07-08,Ativa,15.1,1,9,0
62,Outro,7.0,Musculação,115.7,809.9,139.26,Não,20.2,12.9,2025-04-28,Ativa,7.299999999999999,2,4,0
37,Masculino,4.0,Natação,116.6,466.4,155.93,Sim,31.4,11.8,2023-01-27,Ativa,19.599999999999998,1,6,0
43,Outro,1.0,Futebol,115.7,115.7,179.97,Sim,26.4,23.1,2021-05-11,Ativa,3.299999999999997,2,3,0
45,Feminino,2.0,Yoga,101.6,203.2,117.5,Não,35.0,19.9,2022-04-10,Ativa,15.100000000000001,0,9,0
37,Masculino,7.0,Yoga,74.5,521.5,233.05,Sim,39.7,36.7,2024-03-05,Ativa,3.0,1,9,0
25,Feminino,2.0,Natação,27.4,54.8,223.47,Sim,25.1,37.8,2020-06-28,Ativa,-12.699999999999996,0,6,0
27,Outro,4.0,Musculação,73.7,294.8,250.33,Sim,36.2,13.2,2024-03-03,Ativa,23.000000000000004,2,4,0
34,Masculino,1.0,Musculação,27.9,27.9,135.5,Não,17.3,12.9,2023-08-23,Ativa,4.4,1,4,0
43,Masculino,5.0,Cardio,40.7,203.5,99.92,Sim,29.2,38.6,2024-11-19,Ativa,-9.400000000000002,1,0,0
54,Masculino,0.0,CrossFit,92.6,0.0,74.3,Sim,21.8,27.4,2024-12-31,Sedentária,-5.599999999999998,1,1,1
31,Masculino,2.0,Fut,38.4,76.8,133.72,Sim,24.9,15.7,2022-10-17,Ativa,9.2,1,2,0
47,Outro,5.0,Futebol,70.55,203.5,206.18,Sim,26.6,31.8,2025-06-14,Ativa,-5.199999999999999,2,3,0
62,Masculino,2.0,Musculação,95.4,190.8,99.39,Não,37.2,12.0,2023-09-26,Ativa,25.200000000000003,1,4,0
47,Outro,2.0,Futebol,102.6,205.2,77.29,Não,10.2,36.6,2020-07-13,Ativa,-26.400000000000002,2,3,0
18,Feminino,7.0,Yoga,74.0,518.0,219.7,Não,23.6,25.0,2021-12-31,Ativa,-1.3999999999999986,0,9,0
39,Outro,6.0,Natação,47.8,286.8,73.0,Não,25.3,15.6,2021-03-09,Ativa,9.700000000000001,2,6,0
63,Outro,6.0,Futebol,43.7,262.2,141.46,Sim,25.9,36.2,2025-09-02,Ativa,-10.300000000000004,2,3,0
32,Outro,4.0,Musculação,48.6,203.5,244.14,Sim,10.8,28.4,2025-08-02,Sedentária,-17.599999999999998,2,4,1
55,Masculino,3.0,Futebol,61.3,183.9,56.15,Sim,21.3,37.5,2020-10-20,Ativa,-16.2,1,3,0
28,Outro,6.0,CrossFit,87.1,522.6,156.88,Não,36.5,11.5,2021-08-07,Ativa,25.0,2,1,0
22,Masculino,1.0,Natação,93.7,93.7,231.22,Não,34.8,10.1,2022-03-22,Ativa,24.699999999999996,1,6,0
36,Outro,5.0,Natação,43.1,215.5,128.96,Sim,17.0,31.3,2021-01-14,Ativa,-14.3,2,6,0
33,Outro,1.0,Natação,104.4,104.4,280.2,Não,11.9,15.0,2021-02-01,Ativa,-3.0999999999999996,2,6,0
37,Feminino,2.0,Yoga,24.9,49.8,287.33,Sim,15.7,28.3,2025-07-20,Ativa,-12.600000000000001,0,9,0
57,Masculino,7.0,Cardio,119.0,833.0,213.65,Sim,15.3,24.3,2024-06-02,Ativa,-9.0,1,0,0
18,Feminino,0.0,Cardio,111.9,0.0,282.4,Sim,33.2,28.7,2020-11-01,Sedentária,4.5000000000000036,0,0,1
30,Outro,3.0,Yoga,55.8,167.4,227.35,Não,28.6,27.8,2020-09-11,Ativa,0.8000000000000007,2,9,0
54,Feminino,3.0,Yoga,27.5,82.5,79.99,Sim,34.8,37.9,2021-09-26,Ativa,-3.1000000000000014,0,9,0
44,Masculino,3.0,Yoga,106.3,318.9,199.91,Não,28.0,34.8,2022-03-02,Ativa,-6.799999999999997,1,9,0
45,Feminino,2.0,CrossFit,23.1,46.2,258.86,Não,28.8,22.9,2025-03-21,Ativa,5.900000000000002,0,1,0
48,Feminino,4.0,Cardio,97.4,389.6,269.7,Sim,16.7,18.1,2024-11-10,Ativa,-1.4000000000000021,0,0,0
36,Outro,2.0,Natação,86.9,173.8,296.28,Sim,15.0,23.7,2020-09-16,Ativa,-8.7,2,6,0
60,Feminino,1.0,Yoga,70.55,203.5,55.86,Sim,32.7,26.5,2020-03-20,Ativa,6.200000000000003,0,9,0
37,Masculino,2.0,Futebol,111.2,222.4,115.03,Sim,11.3,20.7,2020-06-24,Ativa,-9.399999999999999,1,3,0
44,Masculino,6.0,Yoga,38.8,232.8,199.17,Não,18.4,25.6,2024-04-11,Ativa,-7.200000000000003,1,9,0
59,Outro,6.0,Yoga,119.0,714.0,140.94,Sim,37.4,26.1,2022-01-28,Ativa,11.299999999999997,2,9,0
47,Outro,5.0,Swimming,73.7,368.5,155.2,Sim,25.4,11.0,2021-08-30,Ativa,14.399999999999999,2,8,0
42,Masculino,5.0,Musculação,53.0,265.0,87.52,Não,34.9,36.4,2022-04-02,Ativa,-1.5,1,4,0
26,Feminino,5.0,CrossFit,70.3,351.5,264.75,Não,39.0,38.0,2023-06-21,Ativa,1.0,0,1,0
23,Feminino,1.0,Musculação,39.1,39.1,119.62,Sim,25.3,36.1,2023-10-08,Ativa,-10.8,0,4,0
58,Masculino,7.0,Cardio,76.7,536.9,67.41,Não,34.6,18.5,2023-06-25,Ativa,16.1,1,0,0
50,Feminino,0.0,CrossFit,114.5,0.0,244.35,Sim,32.4,33.7,2025-04-16,Sedentária,-1.3000000000000043,0,1,1
19,Masculino,3.0,Cardio,70.5,211.5,189.4,Não,32.6,30.7,2020-10-21,Ativa,1.9000000000000021,1,0,0
53,Outro,3.0,Musculação,33.1,99.3,113.43,Sim,38.4,39.7,2020-11-04,Ativa,-1.3000000000000043,2,4,0
41,Outro,3.0,Yoga,64.1,192.3,254.29,Não,23.5,29.7,2024-06-16,Ativa,-6.199999999999999,2,9,0
24,Outro,4.0,Yoga,29.9,119.6,127.39,Não,27.2,29.3,2023-08-29,Ativa,-2.1000000000000014,2,9,0
25,Outro,6.0,Cardio,33.7,202.2,167.28,Não,23.7,28.3,2021-06-09,Ativa,-4.600000000000001,2,0,0
64,Feminino,2.0,Yoga,102.5,205.0,255.85,Sim,15.8,11.3,2021-09-30,Ativa,4.5,0,9,0
41,Masculino,4.0,Yoga,23.8,95.2,296.55,Sim,12.9,21.7,2021-06-26,Ativa,-8.799999999999999,1,9,0
19,Outro,2.0,Natação,22.3,44.6,287.92,Não,20.1,15.1,2021-12-24,Ativa,5.000000000000002,2,6,0
33,Masculino,7.0,Musculação,118.0,826.0,167.18,Sim,12.7,37.9,2020-05-24,Ativa,-25.2,1,4,0
42,Outro,0.0,Musculação,100.8,0.0,262.13,Sim,39.3,17.7,2020-08-28,Sedentária,21.599999999999998,2,4,1
49,Outro,1.0,Natação,119.1,119.1,102.55,Não,14.3,36.5,2020-04-17,Ativa,-22.2,2,6,0
48,Outro,7.0,Musculação,49.8,348.6,276.53,Não,21.8,39.5,2025-02-18,Ativa,-17.7,2,4,0
34,Outro,3.0,Natação,76.6,229.8,109.05,Sim,31.0,30.1,2025-07-24,Ativa,0.8999999999999986,2,6,0
55,Masculino,4.0,CrossFit,81.7,203.5,158.97,Sim,19.7,15.5,2023-07-27,Sedentária,4.199999999999999,1,1,1
38,Masculino,1.0,Cardio,44.5,44.5,56.94,Sim,30.5,13.0,2022-12-31,Ativa,17.5,1,0,0
43,Feminino,4.0,Yoga,118.5,203.5,77.51,Sim,13.3,38.7,2021-11-17,Sedentária,-25.400000000000002,0,9,1
61,Outro,1.0,Cardio,47.1,47.1,227.12,Não,20.4,34.2,2024-05-05,Ativa,-13.800000000000004,2,0,0
30,Outro,0.0,Yoga,32.0,0.0,60.02,Sim,38.5,15.6,2020-04-30,Sedentária,22.9,2,9,1
61,Feminino,5.0,Natação,84.3,421.5,293.74,Não,13.0,34.5,2025-01-09,Ativa,-21.5,0,6,0
42,Outro,0.0,CrossFit,81.2,0.0,183.39,Não,37.0,39.0,2024-01-05,Sedentária,-2.0,2,1,1
38,Feminino,6.0,CrossFit,25.8,154.8,75.77,Não,37.6,39.5,2021-12-02,Ativa,-1.8999999999999986,0,1,0
20,Feminino,6.0,Musculação,59.7,358.2,228.71,Sim,31.5,33.7,2020-03-20,Ativa,-2.200000000000003,0,4,0
58,Outro,1.0,Yoga,29.2,29.2,240.01,Não,27.7,15.5,2020-01-01,Ativa,12.2,2,9,0
40,Feminino,0.0,CrossFit,89.9,0.0,277.99,Não,27.2,11.7,2020-09-08,Sedentária,15.5,0,1,1
29,Outro,4.0,CrossFit,100.3,401.2,130.92,Não,34.5,11.0,2024-02-12,Ativa,23.5,2,1,0
20,Feminino,6.0,Futebol,94.2,565.2,65.2,Não,21.1,18.8,2021-02-15,Ativa,2.3000000000000007,0,3,0
61,Outro,4.0,Musculação,43.4,173.6,246.39,Sim,24.2,10.6,2020-09-06,Ativa,13.6,2,4,0
54,Masculino,6.0,Musculação,63.9,383.4,157.28,Sim,21.8,37.2,2023-02-04,Ativa,-15.400000000000002,1,4,0
49,Outro,0.0,Natação,101.2,0.0,170.75,Sim,32.2,38.0,2024-10-09,Sedentária,-5.799999999999997,2,6,1
25,Masculino,7.0,Futebol,82.7,578.9,289.36,Sim,22.5,17.5,2021-07-14,Ativa,5.0,1,3,0
31,Feminino,3.0,Natação,92.7,278.1,89.51,Não,10.5,29.5,2023-07-29,Ativa,-19.0,0,6,0
27,Feminino,3.0,Natação,33.4,100.2,130.06,Não,10.8,35.5,2020-01-31,Ativa,-24.7,0,6,0
47,Masculino,0.0,CrossFit,115.7,0.0,241.62,Não,33.3,21.8,2023-05-16,Sedentária,11.499999999999996,1,1,1
45,Outro,6.0,Cardio,57.9,347.4,217.11,Sim,14.0,19.5,2024-11-10,Ativa,-5.5,2,0,0
25,Masculino,6.0,Yoga,52.7,316.2,224.57,Sim,18.3,23.8,2023-11-28,Ativa,-5.5,1,9,0
39,Feminino,7.0,Futebol,49.8,348.6,168.24,Não,32.5,19.0,2020-06-04,Ativa,13.5,0,3,0
23,Masculino,5.0,Cardio,111.3,556.5,153.2,Não,16.4,22.2,2025-01-05,Ativa,-5.800000000000001,1,0,0
37,Feminino,0.0,Musculação,31.8,0.0,237.28,Sim,10.6,23.6,2021-07-29,Sedentária,-13.000000000000002,0,4,1
44,Outro,0.0,CrossFit,90.8,0.0,195.32,Sim,12.0,21.4,2024-11-06,Sedentária,-9.399999999999999,2,1,1
56,Masculino,4.0,Yoga,110.3,441.2,124.85,Sim,25.4,27.2,2020-12-22,Ativa,-1.8000000000000007,1,9,0
39,Masculino,3.0,Futebol,34.9,104.7,254.68,Não,12.4,12.9,2020-10-06,Ativa,-0.5,1,3,0
42,Masculino,4.0,Futebol,64.3,257.2,209.83,Sim,27.1,39.1,2023-10-29,Ativa,-12.0,1,3,0
40,Feminino,4.0,Futebol,82.5,203.5,95.8,Não,38.2,18.1,2022-09-11,Sedentária,20.1,0,3,1
56,Masculino,3.0,Futebol,31.3,93.9,191.58,Sim,29.3,32.6,2023-08-13,Ativa,-3.3000000000000007,1,3,0
47,Outro,0.0,Futebol,88.4,0.0,266.77,Não,14.1,31.8,2021-07-16,Sedentária,-17.700000000000003,2,3,1
60,Masculino,5.0,Yoga,79.9,399.5,194.98,Sim,28.1,30.9,2020-07-27,Ativa,-2.799999999999997,1,9,0
64,Feminino,7.0,Yoga,87.8,614.6,164.24,Não,38.0,27.0,2021-07-10,Ativa,11.0,0,9,0
35,Feminino,2.0,Cardio,55.7,111.4,132.15,Sim,16.8,14.1,2024-09-10,Ativa,2.700000000000001,0,0,0
38,Feminino,6.0,CrossFit,79.1,474.6,158.82,Não,38.3,23.6,2022-05-15,Ativa,14.699999999999996,0,1,0
23,Feminino,0.0,CrossFit,31.0,0.0,128.93,Não,39.1,35.6,2024-12-13,Sedentária,3.5,0,1,1
57,Outro,1.0,Futebol,73.4,73.4,156.48,Sim,26.1,23.9,2021-05-22,Ativa,2.200000000000003,2,3,0
18,Feminino,1.0,Natação,65.2,65.2,117.89,Não,20.3,33.9,2021-11-08,Ativa,-13.599999999999998,0,6,0
39,Outro,4.0,CrossFit,67.0,268.0,267.12,Não,22.8,29.3,2021-11-05,Ativa,-6.5,2,1,0
33,Feminino,3.0,Yoga,90.4,271.2,100.06,Não,15.3,11.5,2020-08-03,Ativa,3.8000000000000007,0,9,0
46,Feminino,6.0,CrossFit,65.6,393.6,283.75,Sim,22.6,32.1,2024-04-07,Ativa,-9.5,0,1,0
43,Masculino,3.0,CrossFit,32.9,98.7,246.3,Sim,33.2,12.3,2022-01-12,Ativa,20.900000000000002,1,1,0
30,Outro,0.0,Cardio,95.8,0.0,75.19,Sim,33.0,27.0,2025-05-17,Sedentária,6.0,2,0,1
37,Outro,0.0,CrossFit,116.3,0.0,57.43,Sim,30.4,37.4,2022-04-21,Sedentária,-7.0,2,1,1
56,Masculino,7.0,Yoga,20.9,146.3,154.72,Sim,19.6,14.7,2023-09-10,Ativa,4.900000000000002,1,9,0
21,Feminino,4.0,Cardio,28.0,112.0,193.01,Não,29.1,12.6,2023-05-21,Ativa,16.5,0,0,0
55,Feminino,0.0,Musculação,69.4,0.0,88.23,Sim,30.8,17.3,2021-07-08,Sedentária,13.5,0,4,1
64,Outro,6.0,Futebol,92.4,554.4,226.28,Sim,30.3,20.2,2020-08-17,Ativa,10.100000000000001,2,3,0
57,Outro,3.0,Musculação,44.3,132.9,84.35,Sim,14.0,34.4,2020-08-08,Ativa,-20.4,2,4,0
40,Masculino,4.0,Natação,118.0,472.0,167.56,Não,37.9,16.6,2024-02-09,Ativa,21.299999999999997,1,6,0
60,Outro,3.0,CrossFit,28.2,84.6,104.37,Sim,19.1,17.5,2024-12-21,Ativa,1.6000000000000014,2,1,0
62,Outro,2.0,CrossFit,77.4,154.8,103.04,Sim,29.5,12.3,2022-10-19,Ativa,17.2,2,1,0
48,Masculino,0.0,Yoga,23.5,0.0,139.76,Sim,32.1,28.7,2023-07-13,Sedentária,3.400000000000002,1,9,1
32,Feminino,4.0,CrossFit,91.2,203.5,96.6,Não,24.6,12.8,2020-01-11,Sedentária,11.8,0,1,1
51,Masculino,2.0,Natação,91.6,183.2,120.03,Sim,31.8,37.8,2022-05-29,Ativa,-5.9999999999999964,1,6,0
21,Feminino,4.0,Natação,117.1,468.4,154.98,Não,13.6,10.8,2023-08-31,Ativa,2.799999999999999,0,6,0
48,Outro,4.0,Natação,88.3,353.2,267.2,Sim,10.2,28.1,2020-09-05,Ativa,-17.900000000000002,2,6,0
53,Feminino,7.0,Cardio,27.7,193.9,177.46,Sim,23.8,30.7,2025-05-09,Ativa,-6.899999999999999,0,0,0
23,Outro,2.0,CrossFit,48.2,96.4,244.72,Sim,36.9,31.3,2025-01-18,Ativa,5.599999999999998,2,1,0
42,Outro,3.0,Yoga,44.6,133.8,127.62,Não,19.1,13.6,2020-04-29,Ativa,5.500000000000002,2,9,0
25,Masculino,0.0,Yoga,61.7,0.0,243.8,Não,26.8,12.3,2024-09-16,Sedentária,14.5,1,9,1
32,Masculino,7.0,Cardio,69.2,484.4,82.6,Não,27.8,29.2,2020-03-27,Ativa,-1.3999999999999986,1,0,0
25,Feminino,4.0,Cardio,35.0,203.5,174.5,Sim,21.9,29.9,2022-12-25,Sedentária,-8.0,0,0,1
22,Feminino,5.0,Yoga,56.8,284.0,137.14,Sim,32.1,10.4,2023-12-20,Ativa,21.700000000000003,0,9,0
34,Feminino,0.0,CrossFit,103.8,0.0,137.57,Não,28.3,37.2,2022-02-25,Sedentária,-8.900000000000002,0,1,1
48,Masculino,3.0,Natação,60.5,181.5,114.2,Sim,11.8,37.2,2021-09-09,Ativa,-25.400000000000002,1,6,0
36,Masculino,0.0,Yoga,39.0,0.0,191.16,Sim,27.4,34.4,2023-12-10,Sedentária,-7.0,1,9,1
35,Masculino,5.0,Futebol,69.1,345.5,125.35,Sim,15.6,28.8,2021-09-04,Ativa,-13.200000000000001,1,3,0
54,Feminino,5.0,Natação,72.2,361.0,141.11,Sim,36.9,32.4,2022-08-21,Ativa,4.5,0,6,0
47,Feminino,5.0,CrossFit,47.5,237.5,245.77,Não,34.4,25.0,2020-12-18,Ativa,9.399999999999999,0,1,0
36,Masculino,2.0,Musculação,96.8,193.6,78.04,Sim,37.6,30.5,2021-02-25,Ativa,7.100000000000001,1,4,0
22,Outro,6.0,CrossFit,108.9,653.4,121.2,Sim,34.7,21.8,2021-08-03,Ativa,12.900000000000002,2,1,0
28,Outro,4.0,Natação,115.9,203.5,177.24,Sim,23.1,35.5,2024-04-27,Sedentária,-12.399999999999999,2,6,1
63,Masculino,7.0,Futebol,77.2,540.4,260.81,Não,23.4,10.6,2024-08-20,Ativa,12.799999999999999,1,3,0
51,Masculino,7.0,Musculação,104.2,729.4,144.44,Não,32.4,15.4,2021-04-17,Ativa,17.0,1,4,0
32,Feminino,0.0,Cardio,42.4,0.0,239.71,Não,14.5,28.0,2023-07-06,Sedentária,-13.5,0,0,1
59,Masculino,7.0,Futebol,106.3,744.1,253.51,Sim,33.3,19.2,2022-11-03,Ativa,14.099999999999998,1,3,0
50,Masculino,1.0,Futebol,77.2,77.2,163.49,Sim,32.8,14.7,2023-11-19,Ativa,18.099999999999998,1,3,0
60,Masculino,0.0,Musculação,55.7,0.0,157.09,Não,22.0,37.2,2024-08-15,Sedentária,-15.200000000000003,1,4,1
29,Feminino,5.0,Musculação,88.4,442.0,107.57,Sim,20.0,37.0,2022-10-15,Ativa,-17.0,0,4,0
42,Outro,7.0,Cardio,74.7,522.9,256.52,Não,37.0,20.9,2020-08-01,Ativa,16.1,2,0,0
48,Masculino,0.0,Musculação,24.8,0.0,225.76,Sim,11.2,33.5,2021-12-23,Sedentária,-22.3,1,4,1
37,Feminino,6.0,Natação,36.0,216.0,251.27,Não,17.0,24.8,2023-06-26,Ativa,-7.800000000000001,0,6,0
54,Masculino,7.0,Yoga,119.6,837.2,295.72,Não,16.9,12.2,2023-04-19,Ativa,4.699999999999999,1,9,0
61,Masculino,5.0,Yoga,39.1,195.5,182.69,Sim,38.8,11.3,2023-06-28,Ativa,27.499999999999996,1,9,0
