idade,sexo,frequencia_semanal_treino,tipo_atividade,tempo_medio_exercicio,minutos_totais_semana,preco_plano,possui_nutricionista,primeiro_PGC,ultimo_PGC,data_matricula,estado,evolucao_PGC,sexo_cod,atividade_cod,estado_cod
48,Masculino,3.0,Musculação,77.5,232.5,72.1,Não,12.0,37.7,2020-05-30,Ativa,-25.700000000000003,1,4,0
37,Masculino,0.0,Musculação,101.4,0.0,66.3,Sim,37.0,37.8,2020-01-22,Sedentária,-0.7999999999999972,1,4,1
20,Outro,0.0,Yoga,72.6,0.0,104.5,Sim,38.0,25.4,2020-05-05,Sedentária,12.600000000000001,2,9,1
61,Masculino,7.0,CrossFit,106.5,745.5,174.24,Não,13.1,29.7,2025-06-02,Ativa,-16.6,1,1,0
18,Feminino,5.0,CrossFit,83.7,418.5,233.38,Não,34.7,18.3,2021-02-03,Ativa,16.400000000000002,0,1,0
47,Feminino,7.0,Futebol,105.9,741.3,271.19,Não,13.7,37.7,2024-06-29,Ativa,-24.000000000000004,0,3,0
37,Feminino,4.0,Yoga,50.8,203.2,94.09,Sim,13.9,20.3,2025-01-04,Ativa,-6.4,0,9,0
56,Feminino,4.0,Natação,81.7,326.8,94.71,Não,29.5,17.2,2025-05-20,Ativa,12.3,0,6,0
23,Feminino,7.0,Cardio,41.7,291.9,137.92,Não,32.0,37.0,2023-06-06,Ativa,-5.0,0,0,0
23,Feminino,3.0,Cardio,84.3,252.9,265.84,Não,11.7,35.5,2024-11-16,Ativa,-23.8,0,0,0
36,Feminino,3.0,CrossFit,29.8,89.4,295.09,Sim,38.1,27.5,2023-07-05,Ativa,10.600000000000001,0,1,0
35,Masculino,7.0,Musculação,29.6,207.2,285.3,Sim,36.4,29.3,2022-05-23,Ativa,7.099999999999998,1,4,0
54,Outro,5.0,Cardio,95.4,477.0,177.81,Sim,32.2,38.6,2020-09-19,Ativa,-6.399999999999999,2,0,0
38,Masculino,2.0,Futebol,43.8,87.6,55.14,Não,39.4,23.9,2025-05-07,Ativa,15.5,1,3,0
62,Outro,0.0,CrossFit,54.2,0.0,115.83,Não,32.5,20.0,2020-04-07,Sedentária,12.5,2,1,1
53,Outro,0.0,Cardio,30.5,0.0,178.91,Sim,37.8,31.7,2024-04-29,Sedentária,6.099999999999998,2,0,1
47,Outro,1.0,Cardio,30.4,30.4,255.53,Sim,19.2,21.7,2021-03-20,Ativa,-2.5,2,0,0
19,Masculino,4.0,Musculação,61.2,244.8,223.3,Não,14.1,37.9,2020-09-22,Ativa,-23.799999999999997,1,4,0
35,Outro,6.0,Cardio,114.8,688.8,231.6,Não,39.5,28.5,2024-05-26,Ativa,11.0,2,0,0
42,Feminino,5.0,Natação,89.2,446.0,87.32,Sim,12.1,12.6,2021-12-19,Ativa,-0.5,0,6,0
26,Outro,6.0,Yoga,118.8,712.8,61.65,Sim,25.7,18.0,2024-06-05,Ativa,7.699999999999999,2,9,0
58,Masculino,4.0,Natação,68.0,272.0,108.31,Não,10.3,20.5,2020-03-20,Ativa,-10.2,1,6,0
24,Feminino,4.0,Yoga,110.6,442.4,187.18,Não,15.0,13.4,2023-10-16,Ativa,1.5999999999999996,0,9,0
39,Masculino,4.0,Futebol,20.3,81.2,216.13,Não,29.3,22.1,2020-02-04,Ativa,7.199999999999999,1,3,0
58,Outro,2.0,Cardio,97.7,195.4,94.45,Não,12.8,33.6,2023-11-23,Ativa,-20.8,2,0,0
64,Outro,1.0,Futebol,119.2,119.2,197.32,Sim,37.8,21.9,2023-04-14,Ativa,15.899999999999999,2,3,0
39,Outro,4.0,Musculação,63.7,203.5,190.7,Sim,37.7,27.3,2024-05-12,Sedentária,10.400000000000002,2,4,1
45,Masculino,0.0,Natação,116.9,0.0,197.02,Sim,10.7,18.1,2020-09-16,Sedentária,-7.400000000000002,1,6,1
57,Masculino,5.0,CrossFit,82.8,414.0,104.83,Sim,18.0,23.5,2022-05-02,Ativa,-5.5,1,1,0
20,Feminino,3.0,Natação,46.6,139.8,189.81,Sim,13.4,26.7,2025-07-28,Ativa,-13.299999999999999,0,6,0
43,Masculino,2.0,Futebol,20.6,41.2,248.25,Não,14.9,18.7,2020-08-19,Ativa,-3.799999999999999,1,3,0
60,Feminino,2.0,Natação,70.55,203.5,103.14,Não,22.3,23.8,2025-05-22,Ativa,-1.5,0,6,0
33,Feminino,4.0,Fut,53.6,214.4,272.3,Não,39.2,39.0,2024-01-24,Ativa,0.20000000000000284,0,2,0
51,Outro,1.0,Futebol,25.4,25.4,122.22,Sim,24.8,21.5,2021-07-28,Ativa,3.3000000000000007,2,3,0
48,Outro,2.0,Yoga,106.0,212.0,143.47,Sim,36.7,27.4,2022-12-05,Ativa,9.300000000000004,2,9,0
38,Masculino,4.0,Natação,87.7,203.5,226.9,Sim,13.8,38.9,2020-04-04,Sedentária,-25.099999999999998,1,6,1
58,Outro,2.0,Musculação,32.1,64.2,62.81,Sim,18.4,35.3,2020-09-10,Ativa,-16.9,2,4,0
22,Masculino,1.0,CrossFit,90.9,90.9,82.97,Sim,24.5,27.8,2025-03-26,Ativa,-3.3000000000000007,1,1,0
55,Feminino,3.0,Cardio,64.8,194.4,113.06,Sim,11.6,30.7,2024-08-28,Ativa,-19.1,0,0,0
18,Masculino,6.0,Cardio,83.0,498.0,89.93,Não,21.2,11.5,2020-01-25,Ativa,9.7,1,0,0
20,Masculino,0.0,Futebol,67.8,0.0,234.24,Não,39.5,29.5,2021-06-01,Sedentária,10.0,1,3,1
50,Outro,2.0,Futebol,85.8,171.6,175.95,Não,14.8,23.7,2023-02-08,Ativa,-8.899999999999999,2,3,0
19,Masculino,5.0,Yoga,117.7,588.5,81.7,Não,20.2,39.9,2020-03-17,Ativa,-19.7,1,9,0
57,Outro,3.0,CrossFit,66.6,199.8,273.21,Sim,37.0,18.4,2025-03-11,Ativa,18.6,2,1,0
28,Outro,0.0,Natação,114.4,0.0,297.99,Sim,28.0,32.0,2025-08-30,Sedentária,-4.0,2,6,1
31,Feminino,7.0,CrossFit,91.7,641.9,114.48,Não,18.2,10.2,2021-12-22,Ativa,8.0,0,1,0
22,Masculino,4.0,Futebol,70.55,203.5,251.68,Não,25.3,33.3,2023-02-02,Sedentária,-7.9999999999999964,1,3,1
32,Masculino,6.0,Yoga,98.1,588.6,113.02,Não,34.1,32.0,2023-11-20,Ativa,2.1000000000000014,1,9,0
34,Outro,4.0,Futebol,46.5,203.5,92.11,Não,28.5,29.1,2021-08-24,Sedentária,-0.6000000000000014,2,3,1
38,Outro,6.0,Musculação,53.2,319.2,290.78,Não,12.9,22.7,2021-08-02,Ativa,-9.799999999999999,2,4,0
37,Outro,6.0,Cardio,76.3,457.8,190.16,Sim,24.0,34.6,2023-04-15,Ativa,-10.600000000000001,2,0,0
52,Outro,4.0,CrossFit,70.55,203.5,57.0,Não,31.3,13.2,2023-09-05,Ativa,18.1,2,1,0
60,Feminino,7.0,Musculação,21.7,151.9,246.95,Não,24.8,32.4,2021-01-12,Ativa,-7.599999999999998,0,4,0
63,Feminino,7.0,CrossFit,70.0,490.0,196.6,Sim,33.7,21.5,2023-09-05,Ativa,12.200000000000003,0,1,0
21,Feminino,4.0,CrossFit,21.1,84.4,192.7,Não,18.2,29.7,2023-11-30,Ativa,-11.5,0,1,0
60,Masculino,6.0,Musculação,75.5,453.0,78.36,Não,19.9,23.1,2023-12-22,Ativa,-3.200000000000003,1,4,0
36,Masculino,6.0,Musculação,70.55,203.5,133.69,Sim,33.2,29.3,2022-03-20,Ativa,3.900000000000002,1,4,0
32,Feminino,3.0,Yoga,74.2,222.6,286.53,Não,21.1,31.7,2025-03-13,Ativa,-10.599999999999998,0,9,0
25,Feminino,4.0,CrossFit,70.55,203.5,103.53,Não,28.4,20.4,2020-01-18,Ativa,8.0,0,1,0
45,Feminino,0.0,Cardio,88.7,0.0,295.89,Sim,25.0,13.9,2021-01-28,Sedentária,11.1,0,0,1
59,Feminino,5.0,Natação,53.7,268.5,159.87,Sim,15.5,33.9,2022-06-14,Ativa,-18.4,0,6,0
48,Masculino,4.0,Yoga,102.8,411.2,231.39,Sim,31.4,11.7,2022-03-29,Ativa,19.7,1,9,0
33,Masculino,7.0,Cardio,70.7,494.9,247.15,Não,14.5,18.9,2024-01-04,Ativa,-4.399999999999999,1,0,0
44,Masculino,2.0,Yoga,57.4,114.8,70.62,Não,35.3,11.5,2025-03-19,Ativa,23.799999999999997,1,9,0
38,Feminino,1.0,Musculação,89.8,89.8,237.89,Sim,39.9,32.2,2024-05-28,Ativa,7.699999999999996,0,4,0
54,Feminino,0.0,Futebol,29.4,0.0,164.66,Não,24.7,11.3,2022-01-10,Sedentária,13.399999999999999,0,3,1
32,Masculino,7.0,Futebol,60.5,423.5,177.12,Não,21.7,29.5,2025-01-11,Ativa,-7.800000000000001,1,3,0
36,Masculino,7.0,Yoga,109.7,767.9,91.36,Sim,39.3,20.3,2022-09-15,Ativa,18.999999999999996,1,9,0
25,Feminino,1.0,Cardio,20.4,20.4,156.17,Sim,20.7,12.5,2020-01-15,Ativa,8.2,0,0,0
61,Outro,2.0,Futebol,45.2,90.4,216.3,Sim,20.0,21.9,2021-05-26,Ativa,-1.8999999999999986,2,3,0
39,Outro,0.0,Soccer,85.9,0.0,265.78,Não,35.2,31.5,2020-01-14,Sedentária,3.700000000000003,2,7,1
37,Outro,4.0,Yoga,22.9,91.6,152.56,Não,12.7,26.4,2022-04-04,Ativa,-13.7,2,9,0
23,Outro,6.0,CrossFit,58.2,349.2,52.14,Sim,17.8,20.6,2021-02-12,Ativa,-2.8000000000000007,2,1,0
47,Feminino,4.0,Yoga,53.7,214.8,192.85,Não,21.6,14.3,2022-02-04,Ativa,7.300000000000001,0,9,0
20,Outro,5.0,Futebol,109.2,546.0,61.89,Não,31.5,33.3,2025-02-05,Ativa,-1.7999999999999972,2,3,0
52,Masculino,6.0,Cardio,70.6,423.6,219.69,Não,27.5,12.4,2023-02-09,Ativa,15.1,1,0,0
18,Feminino,6.0,Yoga,80.8,484.8,130.88,Sim,12.7,14.5,2024-08-09,Ativa,-1.8000000000000007,0,9,0
50,Masculino,0.0,Musculação,53.4,0.0,73.45,Sim,14.1,28.6,2024-12-14,Sedentária,-14.500000000000002,1,4,1
53,Outro,6.0,Futebol,64.8,388.8,258.67,Não,18.2,27.0,2020-04-08,Ativa,-8.8,2,3,0
19,Feminino,4.0,CrossFit,77.3,309.2,260.36,Não,37.5,23.3,2022-12-04,Ativa,14.2,0,1,0
40,Outro,7.0,Yoga,90.8,635.6,195.1,Sim,22.6,35.5,2024-10-06,Ativa,-12.899999999999999,2,9,0
48,Masculino,1.0,Yoga,114.4,114.4,299.94,Sim,39.2,17.8,2025-07-17,Ativa,21.400000000000002,1,9,0
22,Masculino,0.0,CrossFit,30.4,0.0,95.13,Sim,31.6,31.1,2024-09-07,Sedentária,0.5,1,1,1
55,Masculino,5.0,Futebol,96.8,484.0,223.49,Sim,19.6,21.6,2022-09-12,Ativa,-2.0,1,3,0
37,Masculino,5.0,Yoga,40.2,201.0,152.3,Sim,10.1,24.7,2022-10-19,Ativa,-14.6,1,9,0
41,Outro,6.0,Cardio,119.6,717.6,163.37,Não,18.2,29.5,2023-10-28,Ativa,-11.3,2,0,0
23,Masculino,1.0,Cardio,70.55,203.5,273.53,Sim,18.1,23.1,2020-08-25,Ativa,-5.0,1,0,0
51,Feminino,4.0,Cardio,29.7,203.5,221.63,Não,15.6,34.7,2021-01-25,Sedentária,-19.1,0,0,1
25,Outro,4.0,Cardio,52.1,203.5,83.23,Não,13.8,22.3,2020-09-22,Sedentária,-8.5,2,0,1
43,Outro,4.0,Musculação,34.5,138.0,209.45,Não,14.1,18.7,2022-11-12,Ativa,-4.6,2,4,0
37,Feminino,2.0,Natação,111.0,222.0,229.63,Sim,22.6,12.5,2024-10-25,Ativa,10.100000000000001,0,6,0
48,Masculino,7.0,Cardio,71.3,499.1,272.35,Não,22.2,18.8,2022-07-26,Ativa,3.3999999999999986,1,0,0
57,Masculino,3.0,Futebol,30.3,90.9,52.88,Não,38.6,24.2,2024-08-01,Ativa,14.400000000000002,1,3,0
31,Outro,0.0,Yoga,70.55,203.5,171.21,Não,26.7,20.6,2023-07-05,Sedentária,6.099999999999998,2,9,1
64,Masculino,4.0,Yoga,102.9,411.6,294.04,Não,36.8,29.9,2021-08-12,Ativa,6.899999999999999,1,9,0
47,Masculino,4.0,CrossFit,100.9,403.6,178.79,Sim,16.4,35.6,2025-08-03,Ativa,-19.200000000000003,1,1,0
52,Outro,1.0,Yoga,74.3,74.3,54.69,Não,16.7,21.7,2025-05-12,Ativa,-5.0,2,9,0
64,Outro,4.0,Yoga,79.3,203.5,297.3,Não,37.3,25.7,2024-09-29,Sedentária,11.599999999999998,2,9,1
46,Masculino,2.0,Cardio,81.7,163.4,74.83,Sim,37.3,39.4,2025-05-30,Ativa,-2.1000000000000014,1,0,0
61,Masculino,6.0,Natação,93.1,558.6,128.22,Não,11.3,10.1,2024-11-05,Ativa,1.200000000000001,1,6,0
31,Masculino,4.0,CrossFit,41.0,164.0,57.18,Sim,27.4,38.9,2025-09-02,Ativa,-11.5,1,1,0
34,Masculino,3.0,CrossFit,78.1,234.3,242.36,Sim,21.6,17.7,2024-09-20,Ativa,3.900000000000002,1,1,0
62,Feminino,3.0,Yoga,91.6,274.8,107.98,Não,14.4,27.6,2023-11-29,Ativa,-13.200000000000001,0,9,0
49,Feminino,2.0,Cardio,85.5,171.0,208.73,Não,27.5,27.6,2024-12-16,Ativa,-0.10000000000000142,0,0,0
18,Masculino,0.0,Cardio,33.7,0.0,70.25,Não,35.8,31.9,2023-11-07,Sedentária,3.8999999999999986,1,0,1
50,Outro,2.0,Soccer,82.3,164.6,234.49,Sim,27.3,17.5,2023-05-05,Ativa,9.8,2,7,0
21,Masculino,3.0,CrossFit,78.1,234.3,262.14,Sim,37.4,27.1,2024-06-24,Ativa,10.299999999999997,1,1,0
43,Feminino,7.0,Musculação,97.2,680.4,80.93,Sim,35.0,19.4,2023-09-20,Ativa,15.600000000000001,0,4,0
19,Outro,1.0,CrossFit,108.3,108.3,191.02,Não,28.5,11.2,2020-11-07,Ativa,17.3,2,1,0
39,Feminino,6.0,Cardio,86.7,520.2,198.92,Sim,29.2,36.6,2023-05-18,Ativa,-7.400000000000002,0,0,0
27,Masculino,3.0,Yoga,94.3,282.9,190.61,Sim,28.9,16.2,2021-03-14,Ativa,12.7,1,9,0
54,Outro,7.0,Natacao,101.6,711.2,165.03,Não,31.2,35.3,2021-01-14,Ativa,-4.099999999999998,2,5,0
64,Outro,0.0,Yoga,117.0,0.0,262.3,Não,13.5,12.8,2024-10-11,Sedentária,0.6999999999999993,2,9,1
56,Feminino,7.0,Natação,36.2,253.4,182.89,Não,35.7,18.1,2022-09-18,Ativa,17.6,0,6,0
31,Outro,4.0,Yoga,89.2,356.8,96.13,Não,26.5,37.6,2020-07-12,Ativa,-11.100000000000001,2,9,0
26,Masculino,6.0,Futebol,37.1,222.6,105.45,Sim,28.6,15.5,2023-11-17,Ativa,13.100000000000001,1,3,0
41,Feminino,7.0,Cardio,76.5,535.5,226.43,Sim,27.8,32.5,2020-09-02,Ativa,-4.699999999999999,0,0,0
63,Feminino,2.0,Natação,87.0,174.0,85.63,Sim,29.8,27.7,2023-09-15,Ativa,2.1000000000000014,0,6,0
32,Masculino,0.0,Fut,110.5,0.0,56.71,Sim,34.0,34.4,2021-06-13,Sedentária,-0.3999999999999986,1,2,1
58,Outro,6.0,Swimming,38.4,230.4,239.67,Sim,34.6,12.6,2023-12-11,Ativa,22.0,2,8,0
40,Outro,1.0,Fut,37.4,37.4,84.98,Não,15.3,22.0,2024-08-27,Ativa,-6.699999999999999,2,2,0
58,Masculino,5.0,Musculação,29.6,148.0,162.53,Não,24.3,36.5,2024-05-15,Ativa,-12.2,1,4,0
34,Outro,7.0,Natação,77.8,544.6,269.11,Não,31.3,30.4,2022-01-06,Ativa,0.9000000000000021,2,6,0
41,Outro,1.0,Yoga,100.2,100.2,133.51,Sim,23.2,27.7,2025-06-05,Ativa,-4.5,2,9,0
42,Outro,4.0,Natação,110.3,441.2,127.2,Não,31.8,32.6,2021-08-12,Ativa,-0.8000000000000007,2,6,0
32,Feminino,6.0,Cardio,90.6,543.6,214.1,Não,21.2,25.2,2023-10-13,Ativa,-4.0,0,0,0
20,Outro,1.0,Futebol,67.5,67.5,243.34,Não,29.3,14.9,2024-12-24,Ativa,14.4,2,3,0
31,Masculino,6.0,CrossFit,45.5,273.0,161.39,Sim,23.7,12.8,2021-09-23,Ativa,10.899999999999999,1,1,0
45,Outro,4.0,Natação,38.4,153.6,215.13,Sim,30.5,34.8,2020-09-20,Ativa,-4.299999999999997,2,6,0
53,Masculino,5.0,Natação,37.9,189.5,235.32,Sim,30.9,22.0,2023-05-29,Ativa,8.899999999999999,1,6,0
56,Outro,5.0,Natação,118.8,594.0,120.67,Não,30.9,21.0,2025-05-02,Ativa,9.899999999999999,2,6,0
47,Outro,5.0,Musculação,36.7,183.5,128.05,Sim,39.5,27.3,2024-05-05,Ativa,12.2,2,4,0
36,Masculino,1.0,Yoga,110.7,110.7,175.84,Sim,31.9,22.5,2024-12-10,Ativa,9.399999999999999,1,9,0
22,Outro,6.0,Cardio,107.9,647.4,236.37,Não,27.6,14.7,2020-08-22,Ativa,12.900000000000002,2,0,0
48,Masculino,5.0,Cardio,91.0,455.0,200.8,Não,38.4,25.0,2020-12-12,Ativa,13.399999999999999,1,0,0
25,Feminino,0.0,CrossFit,40.2,0.0,134.75,Sim,16.4,38.5,2025-04-08,Sedentária,-22.1,0,1,1
22,Feminino,4.0,CrossFit,64.7,258.8,263.92,Não,23.1,29.2,2025-02-18,Ativa,-6.099999999999998,0,1,0
26,Feminino,4.0,Futebol,85.8,203.5,71.56,Não,28.6,34.1,2022-01-22,Sedentária,-5.5,0,3,1
26,Feminino,5.0,Futebol,106.2,531.0,297.07,Não,13.1,23.6,2023-02-20,Ativa,-10.500000000000002,0,3,0
47,Feminino,2.0,Cardio,98.7,197.4,79.0,Sim,24.2,31.3,2024-11-30,Ativa,-7.100000000000001,0,0,0
47,Outro,2.0,Cardio,48.3,96.6,235.99,Sim,15.4,24.1,2023-08-17,Ativa,-8.700000000000001,2,0,0
44,Outro,7.0,Yoga,116.0,812.0,75.04,Não,17.1,21.6,2021-03-03,Ativa,-4.5,2,9,0
59,Masculino,3.0,Futebol,47.9,143.7,56.85,Não,19.5,36.3,2021-11-01,Ativa,-16.799999999999997,1,3,0
29,Masculino,6.0,Yoga,80.9,485.4,86.77,Não,30.1,25.8,2020-03-25,Ativa,4.300000000000001,1,9,0
59,Masculino,4.0,Natação,64.4,257.6,50.62,Não,10.6,18.6,2022-01-28,Ativa,-8.000000000000002,1,6,0
56,Feminino,1.0,Musculação,24.5,24.5,167.08,Sim,21.1,33.3,2025-07-29,Ativa,-12.199999999999996,0,4,0
43,Masculino,1.0,Futebol,85.3,85.3,174.88,Não,38.6,39.5,2020-07-01,Ativa,-0.8999999999999986,1,3,0
46,Outro,2.0,Musculação,50.8,101.6,288.93,Sim,38.0,38.2,2025-07-15,Ativa,-0.20000000000000284,2,4,0
42,Feminino,2.0,Musculação,70.55,203.5,153.54,Sim,10.4,32.8,2025-01-31,Ativa,-22.4,0,4,0
35,Masculino,4.0,CrossFit,48.9,203.5,186.68,Sim,24.8,23.3,2021-12-29,Sedentária,1.5,1,1,1
57,Masculino,1.0,CrossFit,61.4,61.4,127.63,Sim,31.7,15.0,2022-04-12,Ativa,16.7,1,1,0
54,Feminino,4.0,Natacao,59.3,203.5,59.63,Não,27.1,26.3,2024-01-07,Sedentária,0.8000000000000007,0,5,1
58,Masculino,0.0,Yoga,34.4,0.0,162.48,Não,32.0,27.1,2024-07-03,Sedentária,4.899999999999999,1,9,1
30,Masculino,3.0,Futebol,88.2,264.6,147.92,Não,20.6,19.4,2021-01-24,Ativa,1.2000000000000028,1,3,0
44,Masculino,0.0,Futebol,81.5,0.0,147.51,Não,16.2,10.7,2024-09-12,Sedentária,5.5,1,3,1
20,Feminino,5.0,Musculação,50.5,252.5,151.83,Sim,11.2,11.8,2022-05-21,Ativa,-0.6000000000000014,0,4,0
20,Masculino,4.0,Musculação,43.8,203.5,132.9,Sim,22.0,20.5,2021-08-29,Sedentária,1.5,1,4,1
53,Feminino,1.0,Cardio,68.8,68.8,131.63,Sim,31.6,16.2,2022-06-01,Ativa,15.400000000000002,0,0,0
23,Outro,4.0,CrossFit,49.3,197.2,162.87,Sim,23.2,35.2,2023-12-08,Ativa,-12.000000000000004,2,1,0
53,Outro,3.0,CrossFit,84.9,254.7,196.3,Não,27.7,27.7,2021-04-10,Ativa,0.0,2,1,0
57,Feminino,4.0,Musculação,109.7,438.8,283.9,Sim,29.9,13.8,2025-05-11,Ativa,16.099999999999998,0,4,0
38,Masculino,1.0,Musculação,70.55,203.5,111.55,Sim,19.5,27.9,2022-09-30,Ativa,-8.399999999999999,1,4,0
22,Outro,3.0,Musculação,114.3,342.9,222.46,Não,32.1,33.4,2023-06-17,Ativa,-1.2999999999999972,2,4,0
37,Outro,4.0,Natação,98.8,203.5,95.7,Não,39.0,14.3,2023-01-10,Sedentária,24.7,2,6,1
46,Outro,4.0,Yoga,67.4,269.6,92.62,Sim,30.4,26.6,2021-10-19,Ativa,3.799999999999997,2,9,0
48,Masculino,0.0,Futebol,70.55,203.5,263.35,Não,11.6,23.6,2021-06-03,Sedentária,-12.000000000000002,1,3,1
60,Feminino,5.0,Yoga,64.5,322.5,241.87,Não,30.4,32.3,2024-02-25,Ativa,-1.8999999999999986,0,9,0
23,Masculino,0.0,Futebol,101.3,0.0,258.19,Sim,28.5,21.9,2021-07-12,Sedentária,6.600000000000001,1,3,1
18,Outro,4.0,Yoga,53.3,213.2,145.98,Não,11.7,38.6,2024-01-15,Ativa,-26.900000000000002,2,9,0
64,Masculino,7.0,Cardio,48.2,337.4,139.13,Não,29.2,23.3,2020-09-09,Ativa,5.899999999999999,1,0,0
38,Masculino,1.0,CrossFit,111.8,111.8,200.09,Sim,13.4,25.2,2020-06-03,Ativa,-11.799999999999999,1,1,0
46,Outro,3.0,Futebol,86.5,259.5,194.06,Sim,23.6,37.5,2022-08-09,Ativa,-13.899999999999999,2,3,0
34,Masculino,4.0,CrossFit,34.5,138.0,81.9,Não,16.8,15.0,2022-05-14,Ativa,1.8000000000000007,1,1,0
55,Outro,0.0,Futebol,50.5,0.0,202.95,Sim,23.4,25.2,2025-01-09,Sedentária,-1.8000000000000007,2,3,1
26,Feminino,5.0,Yoga,81.8,409.0,203.47,Sim,10.1,20.2,2020-05-13,Ativa,-10.1,0,9,0
50,Outro,5.0,Cardio,66.7,333.5,238.39,Não,13.1,19.6,2023-04-17,Ativa,-6.500000000000002,2,0,0
23,Masculino,5.0,CrossFit,67.0,335.0,257.04,Sim,22.4,12.0,2020-06-05,Ativa,10.399999999999999,1,1,0
40,Masculino,2.0,Natação,100.6,201.2,109.63,Sim,19.6,36.8,2024-09-20,Ativa,-17.199999999999996,1,6,0
41,Outro,1.0,CrossFit,91.9,91.9,139.86,Não,24.5,27.5,2021-07-13,Ativa,-3.0,2,1,0
32,Outro,2.0,Cardio,70.55,203.5,288.01,Não,16.1,15.0,2024-11-27,Ativa,1.1000000000000014,2,0,0
60,Masculino,7.0,Yoga,68.8,481.6,224.54,Sim,13.6,38.0,2021-04-29,Ativa,-24.4,1,9,0
58,Masculino,4.0,Futebol,25.9,103.6,197.35,Sim,38.7,27.1,2020-01-06,Ativa,11.600000000000001,1,3,0
62,Masculino,5.0,Natação,70.55,203.5,123.25,Não,22.3,38.9,2023-01-16,Ativa,-16.599999999999998,1,6,0
26,Outro,0.0,Futebol,70.55,203.5,252.36,Não,10.9,12.5,2021-10-20,Sedentária,-1.5999999999999996,2,3,1
58,Masculino,7.0,Cardio,27.8,194.6,228.56,Não,23.3,19.5,2022-04-02,Ativa,3.8000000000000007,1,0,0
27,Outro,3.0,Yoga,101.9,305.7,134.96,Sim,13.8,25.1,2022-04-13,Ativa,-11.3,2,9,0
61,Feminino,7.0,Cardio,117.5,822.5,218.16,Não,37.7,12.3,2024-02-11,Ativa,25.400000000000002,0,0,0
56,Outro,2.0,CrossFit,117.9,235.8,293.55,Não,36.4,36.1,2021-07-29,Ativa,0.29999999999999716,2,1,0
32,Masculino,2.0,Natação,52.3,104.6,286.83,Não,26.8,10.6,2021-01-24,Ativa,16.200000000000003,1,6,0
37,Outro,0.0,Swimming,44.9,0.0,185.78,Sim,39.0,21.0,2023-11-12,Sedentária,18.0,2,8,1
63,Outro,7.0,Futebol,70.55,203.5,63.68,Sim,17.4,19.4,2022-06-01,Ativa,-2.0,2,3,0
46,Masculino,6.0,Yoga,70.55,203.5,91.6,Não,34.5,32.1,2024-04-23,Ativa,2.3999999999999986,1,9,0
37,Outro,3.0,CrossFit,50.0,150.0,150.92,Sim,19.9,20.2,2024-02-09,Ativa,-0.3000000000000007,2,1,0
18,Feminino,4.0,CrossFit,32.9,131.6,214.17,Não,37.4,33.3,2022-02-09,Ativa,4.100000000000001,0,1,0
53,Feminino,2.0,Yoga,63.3,126.6,214.36,Não,12.5,26.8,2021-10-10,Ativa,-14.3,0,9,0
43,Masculino,7.0,Futebol,118.9,832.3,131.45,Não,22.5,35.1,2024-03-10,Ativa,-12.600000000000001,1,3,0
43,Feminino,0.0,Futebol,101.7,0.0,215.21,Não,31.1,32.4,2024-04-24,Sedentária,-1.2999999999999972,0,3,1
39,Outro,5.0,Futebol,78.0,390.0,269.34,Sim,38.8,31.8,2022-11-02,Ativa,6.9999999999999964,2,3,0
25,Feminino,2.0,Natação,112.3,224.6,130.93,Não,23.8,28.4,2025-01-24,Ativa,-4.599999999999998,0,6,0
24,Masculino,4.0,CrossFit,113.8,455.2,149.22,Sim,30.5,35.7,2020-12-03,Ativa,-5.200000000000003,1,1,0
54,Masculino,7.0,Yoga,49.5,346.5,264.81,Sim,14.1,25.8,2025-09-08,Ativa,-11.700000000000001,1,9,0
